24234KBFI BFI20180801000010308/01/18 00:00:31  5-MIN KBFI 010800Z 18005KT 10SM FEW011 16/13 A3002 -70 83 0 160/05 RMK AO2 T01560128
24234KBFI BFI20180801000510308/01/18 00:05:31  5-MIN KBFI 010805Z 17007KT 10SM SCT011 16/13 A3003 -70 83 0 160/07 RMK AO2 T01560128
24234KBFI BFI20180801001010508/01/18 00:10:31  5-MIN KBFI 010810Z 18007KT 10SM BKN011 16/13 A3003 -70 80 100 160/07 RMK AO2 T01610128
24234KBFI BFI20180801001510308/01/18 00:15:31  5-MIN KBFI 010815Z 20006KT 10SM BKN012 16/13 A3003 -70 83 0 180/06 RMK AO2 T01560128
24234KBFI BFI20180801002010508/01/18 00:20:31  5-MIN KBFI 010820Z 19006KT 10SM BKN012 16/13 A3003 -70 80 100 170/06 RMK AO2 T01610128
24234KBFI BFI20180801002510508/01/18 00:25:31  5-MIN KBFI 010825Z 18008KT 10SM OVC012 16/13 A3003 -70 80 100 160/08 RMK AO2 T01610128
24234KBFI BFI20180801003010508/01/18 00:30:31  5-MIN KBFI 010830Z 18006KT 10SM OVC012 16/13 A3003 -70 80 100 160/06 RMK AO2 T01610128
24234KBFI BFI20180801003510508/01/18 00:35:31  5-MIN KBFI 010835Z 20005KT 10SM OVC012 16/13 A3003 -70 80 100 180/05 RMK AO2 T01610128
24234KBFI BFI20180801004010508/01/18 00:40:31  5-MIN KBFI 010840Z 18007KT 10SM OVC012 16/13 A3003 -70 80 100 160/07 RMK AO2 T01610128
24234KBFI BFI20180801004510508/01/18 00:45:31  5-MIN KBFI 010845Z 19008KT 10SM OVC012 16/13 A3003 -70 80 100 170/08 RMK AO2 T01610128
24234KBFI BFI20180801005011808/01/18 00:50:31  5-MIN KBFI 010850Z 21007KT 10SM OVC012 16/13 A3003 -70 80 100 190/07 RMK AO2 SLP167 T01610128 51012
24234KBFI BFI20180801005510508/01/18 00:55:31  5-MIN KBFI 010855Z 20009KT 10SM OVC012 16/13 A3003 -70 80 100 180/09 RMK AO2 T01610128
24234KBFI BFI20180801010010508/01/18 01:00:31  5-MIN KBFI 010900Z VRB04KT 10SM OVC012 16/13 A3003 -70 80 100 VRB/04 RMK AO2 T01610128
