24234KBFI BFI20180501000010905/01/18 00:00:31  5-MIN KBFI 010800Z 19003KT 10SM SCT080 10/07 A3011 -140 83 -700 180/03 RMK AO2 T01000072 $
24234KBFI BFI20180501000510905/01/18 00:05:31  5-MIN KBFI 010805Z 15003KT 10SM SCT080 10/07 A3010 -140 83 -700 130/03 RMK AO2 T01000072 $
24234KBFI BFI20180501001010905/01/18 00:10:31  5-MIN KBFI 010810Z 00000KT 10SM FEW080 11/08 A3011 -140 83 -600 000/00 RMK AO2 T01060078 $
24234KBFI BFI20180501001510905/01/18 00:15:31  5-MIN KBFI 010815Z 19003KT 10SM FEW055 11/08 A3011 -140 83 -600 170/03 RMK AO2 T01060078 $
24234KBFI BFI20180501002010905/01/18 00:20:31  5-MIN KBFI 010820Z 21003KT 10SM BKN055 11/08 A3011 -140 83 -600 200/03 RMK AO2 T01060078 $
24234KBFI BFI20180501002511605/01/18 00:25:31  5-MIN KBFI 010825Z 00000KT 10SM FEW012 BKN055 11/08 A3011 -140 83 -600 000/00 RMK AO2 T01060078 $
24234KBFI BFI20180501003011605/01/18 00:30:31  5-MIN KBFI 010830Z 00000KT 10SM FEW012 BKN055 11/08 A3011 -140 83 -600 000/00 RMK AO2 T01060078 $
24234KBFI BFI20180501003512305/01/18 00:35:31  5-MIN KBFI 010835Z 16004KT 10SM SCT012 SCT045 OVC055 11/08 A3010 -140 83 -600 140/04 RMK AO2 T01060078 $
24234KBFI BFI20180501004012305/01/18 00:40:31  5-MIN KBFI 010840Z 00000KT 10SM FEW012 BKN045 OVC055 11/08 A3010 -140 83 -600 000/00 RMK AO2 T01060078 $
24234KBFI BFI20180501004512305/01/18 00:45:31  5-MIN KBFI 010845Z VRB03KT 10SM FEW012 BKN044 OVC055 11/08 A3010 -140 83 -600 VRB/03 RMK AO2 T01060078 $
24234KBFI BFI20180501005013605/01/18 00:50:31  5-MIN KBFI 010850Z 20004KT 10SM FEW012 BKN044 OVC050 11/08 A3010 -140 83 -600 180/04 RMK AO2 SLP193 T01060078 53003 $
24234KBFI BFI20180501005511605/01/18 00:55:31  5-MIN KBFI 010855Z 18004KT 10SM FEW012 OVC044 11/08 A3010 -140 83 -600 160/04 RMK AO2 T01060078 $
24234KBFI BFI20180501010011605/01/18 01:00:31  5-MIN KBFI 010900Z 18003KT 10SM FEW012 OVC044 11/08 A3010 -140 83 -600 160/03 RMK AO2 T01060078 $
24234KBFI BFI20180501010511605/01/18 01:05:31  5-MIN KBFI 010905Z 20006KT 10SM BKN044 OVC075 11/08 A3010 -130 83 -600 180/06 RMK AO2 T01060078 $
24234KBFI BFI20180501011011605/01/18 01:10:31  5-MIN KBFI 010910Z 19004KT 10SM BKN043 OVC075 11/08 A3009 -130 83 -600 170/04 RMK AO2 T01060078 $
24234KBFI BFI20180501011511605/01/18 01:15:31  5-MIN KBFI 010915Z 20003KT 10SM BKN043 OVC075 11/08 A3010 -130 83 -600 190/03 RMK AO2 T01060078 $
24234KBFI BFI20180501012012305/01/18 01:20:31  5-MIN KBFI 010920Z 18004KT 10SM FEW011 BKN043 OVC080 10/08 A3009 -130 86 -700 160/04 RMK AO2 T01000078 $
24234KBFI BFI20180501012512305/01/18 01:25:31  5-MIN KBFI 010925Z 22005KT 10SM SCT011 BKN043 OVC080 10/08 A3009 -130 86 -700 200/05 RMK AO2 T01000078 $
24234KBFI BFI20180501013012305/01/18 01:30:31  5-MIN KBFI 010930Z VRB03KT 10SM SCT011 BKN043 OVC080 11/08 A3009 -130 83 -600 VRB/03 RMK AO2 T01060078 $
24234KBFI BFI20180501013511605/01/18 01:35:31  5-MIN KBFI 010935Z 19005KT 10SM FEW012 OVC044 10/08 A3010 -130 86 -700 170/05 RMK AO2 T01000078 $
24234KBFI BFI20180501014011605/01/18 01:40:31  5-MIN KBFI 010940Z 22005KT 10SM FEW012 OVC044 10/08 A3009 -130 86 -700 200/05 RMK AO2 T01000078 $
24234KBFI BFI20180501014511605/01/18 01:45:31  5-MIN KBFI 010945Z 20004KT 10SM FEW012 OVC044 10/08 A3009 -130 86 -700 180/04 RMK AO2 T01000078 $
24234KBFI BFI20180501015009905/01/18 01:50:31  5-MIN KBFI 010950Z 00000KT 10SM OVC012 10/08 A3009 -130 86 -700 000/00 RMK AO2 $
24234KBFI BFI20180501015510905/01/18 01:55:31  5-MIN KBFI 010955Z 20003KT 10SM OVC011 10/08 A3009 -130 86 -700 180/03 RMK AO2 T01000078 $
24234KBFI BFI20180501020010905/01/18 02:00:31  5-MIN KBFI 011000Z VRB03KT 10SM OVC011 10/08 A3009 -130 86 -700 VRB/03 RMK AO2 T01000078 $
24234KBFI BFI20180501020510905/01/18 02:05:31  5-MIN KBFI 011005Z VRB04KT 10SM OVC011 10/08 A3009 -130 86 -700 VRB/04 RMK AO2 T01000078 $
24234KBFI BFI20180501021010905/01/18 02:10:31  5-MIN KBFI 011010Z 18005KT 10SM OVC011 10/08 A3009 -130 86 -700 160/05 RMK AO2 T01000078 $
24234KBFI BFI20180501021510905/01/18 02:15:31  5-MIN KBFI 011015Z 19005KT 10SM OVC010 10/08 A3009 -130 86 -700 170/05 RMK AO2 T01000078 $
24234KBFI BFI20180501022010905/01/18 02:20:31  5-MIN KBFI 011020Z 20004KT 10SM OVC010 10/08 A3009 -130 86 -700 180/04 RMK AO2 T01000078 $
24234KBFI BFI20180501022510905/01/18 02:25:31  5-MIN KBFI 011025Z VRB04KT 10SM OVC010 10/08 A3009 -120 86 -700 VRB/04 RMK AO2 T01000078 $
24234KBFI BFI20180501023010905/01/18 02:30:31  5-MIN KBFI 011030Z 23003KT 10SM OVC011 10/07 A3008 -120 83 -700 210/03 RMK AO2 T01000072 $
24234KBFI BFI20180501023512505/01/18 02:35:31  5-MIN KBFI 011035Z 00000KT 10SM -RA OVC011 10/08 A3008 -120 86 -700 000/00 RMK AO2 RAB32 P0000 T01000078 $
24234KBFI BFI20180501024012505/01/18 02:40:31  5-MIN KBFI 011040Z 00000KT 10SM -RA OVC011 10/07 A3009 -130 83 -700 000/00 RMK AO2 RAB32 P0000 T01000072 $
24234KBFI BFI20180501024512405/01/18 02:45:31  5-MIN KBFI 011045Z 00000KT 10SM OVC011 10/07 A3009 -130 83 -700 000/00 RMK AO2 RAB32E43 P0000 T01000072 $
24234KBFI BFI20180501025013105/01/18 02:50:31  5-MIN KBFI 011050Z 18004KT 10SM OVC011 10/07 A3009 -130 83 -700 160/04 RMK AO2 RAB32E43 SLP188 P0000 T01000072 $
24234KBFI BFI20180501025511905/01/18 02:55:31  5-MIN KBFI 011055Z 00000KT 10SM -RA OVC011 10/07 A3009 -130 83 -700 000/00 RMK AO2 P0000 T01000072 $
24234KBFI BFI20180501030011905/01/18 03:00:31  5-MIN KBFI 011100Z VRB04KT 10SM -RA OVC011 10/08 A3009 -130 86 -700 VRB/04 RMK AO2 P0000 T01000078 $
24234KBFI BFI20180501030511905/01/18 03:05:31  5-MIN KBFI 011105Z 00000KT 10SM -RA OVC011 10/07 A3009 -130 83 -700 000/00 RMK AO2 P0001 T01000072 $
24234KBFI BFI20180501031011905/01/18 03:10:31  5-MIN KBFI 011110Z 24003KT 10SM -RA OVC011 10/07 A3009 -130 83 -700 220/03 RMK AO2 P0001 T01000072 $
24234KBFI BFI20180501031511905/01/18 03:15:31  5-MIN KBFI 011115Z 24003KT 10SM -RA OVC011 09/07 A3009 -130 86 -700 220/03 RMK AO2 P0001 T00940072 $
