24233KSEA SEA20190801000010208/01/19 00:00:31  5-MIN KSEA 010800Z 18004KT 10SM CLR 18/12 A3000 360 67 900 170/04 RMK AO2 T01830122
24233KSEA SEA20190801000510208/01/19 00:05:31  5-MIN KSEA 010805Z 18004KT 10SM CLR 18/12 A3000 360 67 900 170/04 RMK AO2 T01830122
24233KSEA SEA20190801001010208/01/19 00:10:31  5-MIN KSEA 010810Z 18004KT 10SM CLR 18/12 A3000 360 67 900 160/04 RMK AO2 T01830122
24233KSEA SEA20190801001510208/01/19 00:15:31  5-MIN KSEA 010815Z 18004KT 10SM CLR 18/12 A3000 360 69 800 160/04 RMK AO2 T01780122
24233KSEA SEA20190801002010208/01/19 00:20:31  5-MIN KSEA 010820Z 18005KT 10SM CLR 18/12 A3000 360 69 800 160/05 RMK AO2 T01780122
24233KSEA SEA20190801002510208/01/19 00:25:31  5-MIN KSEA 010825Z 19005KT 10SM CLR 18/12 A3000 360 69 800 180/05 RMK AO2 T01780122
24233KSEA SEA20190801003010208/01/19 00:30:31  5-MIN KSEA 010830Z 19005KT 10SM CLR 18/12 A3000 360 69 800 170/05 RMK AO2 T01780122
24233KSEA SEA20190801003510208/01/19 00:35:31  5-MIN KSEA 010835Z 20005KT 10SM CLR 18/12 A3000 360 69 800 190/05 RMK AO2 T01780122
24233KSEA SEA20190801004010208/01/19 00:40:31  5-MIN KSEA 010840Z 21006KT 10SM CLR 18/13 A3000 360 72 800 190/06 RMK AO2 T01780128
24233KSEA SEA20190801004510208/01/19 00:45:31  5-MIN KSEA 010845Z 20005KT 10SM CLR 18/13 A3000 360 72 800 180/05 RMK AO2 T01780128
24233KSEA SEA20190801005011508/01/19 00:50:31  5-MIN KSEA 010850Z 20005KT 10SM CLR 18/13 A3000 360 72 800 180/05 RMK AO2 SLP163 T01780128 53013
24233KSEA SEA20190801005510208/01/19 00:55:31  5-MIN KSEA 010855Z 18004KT 10SM CLR 18/13 A3000 360 72 800 170/04 RMK AO2 T01780128
24233KSEA SEA20190801010010208/01/19 01:00:31  5-MIN KSEA 010900Z 19006KT 10SM CLR 17/12 A3000 360 72 700 180/06 RMK AO2 T01720122
24233KSEA SEA20190801010510208/01/19 01:05:31  5-MIN KSEA 010905Z 20006KT 10SM CLR 17/13 A3000 360 75 700 180/06 RMK AO2 T01720128
24233KSEA SEA20190801011010208/01/19 01:10:31  5-MIN KSEA 010910Z 20007KT 10SM CLR 17/13 A3000 360 75 700 180/07 RMK AO2 T01720128
24233KSEA SEA20190801011510208/01/19 01:15:31  5-MIN KSEA 010915Z 20008KT 10SM CLR 17/13 A3000 360 75 700 180/08 RMK AO2 T01720128
24233KSEA SEA20190801012010208/01/19 01:20:31  5-MIN KSEA 010920Z 20007KT 10SM CLR 17/13 A3000 360 75 700 190/07 RMK AO2 T01720128
24233KSEA SEA20190801012510208/01/19 01:25:31  5-MIN KSEA 010925Z 20007KT 10SM CLR 17/13 A3000 360 75 700 180/07 RMK AO2 T01720128
24233KSEA SEA20190801013010208/01/19 01:30:31  5-MIN KSEA 010930Z 22007KT 10SM CLR 17/13 A3000 360 78 700 200/07 RMK AO2 T01720133
24233KSEA SEA20190801013510208/01/19 01:35:31  5-MIN KSEA 010935Z 21008KT 10SM CLR 17/13 A3000 360 78 700 200/08 RMK AO2 T01720133
24233KSEA SEA20190801014010208/01/19 01:40:31  5-MIN KSEA 010940Z 22007KT 10SM CLR 17/13 A3000 360 78 700 200/07 RMK AO2 T01720133
24233KSEA SEA20190801014510208/01/19 01:45:31  5-MIN KSEA 010945Z 22009KT 10SM CLR 18/13 A3000 360 75 800 200/09 RMK AO2 T01780133
24233KSEA SEA20190801015010908/01/19 01:50:31  5-MIN KSEA 010950Z 21008KT 10SM CLR 17/13 A3000 360 78 700 190/08 RMK AO2 SLP163 T01720133
24233KSEA SEA20190801015510208/01/19 01:55:31  5-MIN KSEA 010955Z 21008KT 10SM CLR 17/13 A3000 360 78 700 200/08 RMK AO2 T01720133
24233KSEA SEA20190801020010208/01/19 02:00:31  5-MIN KSEA 011000Z 22007KT 10SM CLR 17/13 A3000 360 78 700 200/07 RMK AO2 T01720133
24233KSEA SEA20190801020510208/01/19 02:05:31  5-MIN KSEA 011005Z 21008KT 10SM CLR 17/13 A3000 360 78 700 190/08 RMK AO2 T01720133
24233KSEA SEA20190801021010208/01/19 02:10:31  5-MIN KSEA 011010Z 21007KT 10SM CLR 17/13 A3000 360 78 700 190/07 RMK AO2 T01720133
24233KSEA SEA20190801021510208/01/19 02:15:31  5-MIN KSEA 011015Z 20007KT 10SM CLR 17/13 A3000 360 78 700 190/07 RMK AO2 T01720133
24233KSEA SEA20190801022010208/01/19 02:20:31  5-MIN KSEA 011020Z 20006KT 10SM CLR 17/13 A3000 360 80 700 190/06 RMK AO2 T01670133
24233KSEA SEA20190801022510208/01/19 02:25:31  5-MIN KSEA 011025Z 20007KT 10SM CLR 17/13 A3001 360 80 700 180/07 RMK AO2 T01670133
24233KSEA SEA20190801023010208/01/19 02:30:31  5-MIN KSEA 011030Z 20006KT 10SM CLR 17/13 A3001 360 80 700 180/06 RMK AO2 T01670133
24233KSEA SEA20190801023510208/01/19 02:35:31  5-MIN KSEA 011035Z 20005KT 10SM CLR 17/13 A3001 360 80 700 180/05 RMK AO2 T01670133
24233KSEA SEA20190801024010208/01/19 02:40:31  5-MIN KSEA 011040Z 19006KT 10SM CLR 17/13 A3001 360 80 700 170/06 RMK AO2 T01670133
24233KSEA SEA20190801024510208/01/19 02:45:31  5-MIN KSEA 011045Z 20007KT 10SM CLR 17/13 A3001 360 80 700 180/07 RMK AO2 T01670133
24233KSEA SEA20190801025010908/01/19 02:50:31  5-MIN KSEA 011050Z 20009KT 10SM CLR 17/13 A3001 350 80 700 190/09 RMK AO2 SLP165 T01670133
24233KSEA SEA20190801025510208/01/19 02:55:31  5-MIN KSEA 011055Z 20008KT 10SM CLR 17/13 A3001 350 80 700 190/08 RMK AO2 T01670133
24233KSEA SEA20190801030010208/01/19 03:00:31  5-MIN KSEA 011100Z 20008KT 10SM CLR 17/13 A3001 350 80 700 190/08 RMK AO2 T01670133
24233KSEA SEA20190801030510208/01/19 03:05:31  5-MIN KSEA 011105Z 20008KT 10SM CLR 17/13 A3001 350 80 700 180/08 RMK AO2 T01670133
24233KSEA SEA20190801031010208/01/19 03:10:31  5-MIN KSEA 011110Z 20008KT 10SM CLR 17/13 A3001 350 80 700 180/08 RMK AO2 T01670133
