24233KSEA SEA20190701000010207/01/19 00:00:31  5-MIN KSEA 010800Z 36003KT 10SM CLR 18/09 A3007 300 54 800 340/03 RMK AO2 T01830089
24233KSEA SEA20190701000510207/01/19 00:05:31  5-MIN KSEA 010805Z 02003KT 10SM CLR 18/09 A3007 300 54 800 360/03 RMK AO2 T01830089
24233KSEA SEA20190701001010207/01/19 00:10:31  5-MIN KSEA 010810Z 05004KT 10SM CLR 18/09 A3007 300 54 800 030/04 RMK AO2 T01830089
24233KSEA SEA20190701001510207/01/19 00:15:31  5-MIN KSEA 010815Z 06005KT 10SM CLR 18/09 A3007 300 54 800 040/05 RMK AO2 T01830089
24233KSEA SEA20190701002010207/01/19 00:20:31  5-MIN KSEA 010820Z 07004KT 10SM CLR 18/09 A3007 300 54 800 050/04 RMK AO2 T01830089
24233KSEA SEA20190701002510207/01/19 00:25:31  5-MIN KSEA 010825Z 06004KT 10SM CLR 18/09 A3007 300 54 800 040/04 RMK AO2 T01830089
24233KSEA SEA20190701003010207/01/19 00:30:31  5-MIN KSEA 010830Z 04004KT 10SM CLR 18/09 A3007 300 54 800 030/04 RMK AO2 T01830089
24233KSEA SEA20190701003510207/01/19 00:35:31  5-MIN KSEA 010835Z 05004KT 10SM CLR 18/09 A3007 300 54 800 040/04 RMK AO2 T01830089
24233KSEA SEA20190701004010207/01/19 00:40:31  5-MIN KSEA 010840Z 04004KT 10SM CLR 18/09 A3007 300 54 800 020/04 RMK AO2 T01830089
24233KSEA SEA20190701004510207/01/19 00:45:31  5-MIN KSEA 010845Z 04003KT 10SM CLR 18/09 A3007 300 54 800 020/03 RMK AO2 T01830089
24233KSEA SEA20190701005011507/01/19 00:50:31  5-MIN KSEA 010850Z 04004KT 10SM CLR 18/09 A3007 300 54 800 020/04 RMK AO2 SLP186 T01830089 50003
24233KSEA SEA20190701005510207/01/19 00:55:31  5-MIN KSEA 010855Z 04006KT 10SM CLR 18/09 A3007 300 54 800 020/06 RMK AO2 T01830089
24233KSEA SEA20190701010010207/01/19 01:00:31  5-MIN KSEA 010900Z 04006KT 10SM CLR 18/09 A3007 300 54 800 020/06 RMK AO2 T01830089
24233KSEA SEA20190701010510207/01/19 01:05:31  5-MIN KSEA 010905Z 05005KT 10SM CLR 18/09 A3007 300 54 800 030/05 RMK AO2 T01830089
24233KSEA SEA20190701011010207/01/19 01:10:31  5-MIN KSEA 010910Z 05006KT 10SM CLR 18/09 A3007 300 55 700 040/06 RMK AO2 T01780089
24233KSEA SEA20190701011510207/01/19 01:15:31  5-MIN KSEA 010915Z 05005KT 10SM CLR 18/09 A3007 300 58 700 030/05 RMK AO2 T01780094
24233KSEA SEA20190701012010207/01/19 01:20:31  5-MIN KSEA 010920Z 05005KT 10SM CLR 18/09 A3007 300 58 700 030/05 RMK AO2 T01780094
24233KSEA SEA20190701012510207/01/19 01:25:31  5-MIN KSEA 010925Z 05006KT 10SM CLR 18/09 A3007 300 55 700 030/06 RMK AO2 T01780089
24233KSEA SEA20190701013010207/01/19 01:30:31  5-MIN KSEA 010930Z 05004KT 10SM CLR 18/09 A3007 300 58 700 030/04 RMK AO2 T01780094
24233KSEA SEA20190701013510207/01/19 01:35:31  5-MIN KSEA 010935Z 05005KT 10SM CLR 18/09 A3007 300 55 700 030/05 RMK AO2 T01780089
24233KSEA SEA20190701014010207/01/19 01:40:31  5-MIN KSEA 010940Z 05004KT 10SM CLR 18/09 A3007 300 58 700 040/04 RMK AO2 T01780094
24233KSEA SEA20190701014510207/01/19 01:45:31  5-MIN KSEA 010945Z 05005KT 10SM CLR 17/09 A3007 300 60 700 030/05 RMK AO2 T01720094
24233KSEA SEA20190701015010907/01/19 01:50:31  5-MIN KSEA 010950Z 05006KT 10SM CLR 17/09 A3007 300 60 700 030/06 RMK AO2 SLP186 T01720094
24233KSEA SEA20190701015510207/01/19 01:55:31  5-MIN KSEA 010955Z 06007KT 10SM CLR 17/09 A3007 300 60 700 040/07 RMK AO2 T01720094
24233KSEA SEA20190701020010207/01/19 02:00:31  5-MIN KSEA 011000Z 05006KT 10SM CLR 17/09 A3007 300 60 700 030/06 RMK AO2 T01720094
24233KSEA SEA20190701020510207/01/19 02:05:31  5-MIN KSEA 011005Z 05006KT 10SM CLR 17/09 A3007 300 60 700 030/06 RMK AO2 T01720094
24233KSEA SEA20190701021010207/01/19 02:10:31  5-MIN KSEA 011010Z 05006KT 10SM CLR 17/09 A3007 300 60 700 030/06 RMK AO2 T01720094
24233KSEA SEA20190701021510207/01/19 02:15:31  5-MIN KSEA 011015Z 05007KT 10SM CLR 17/09 A3007 300 60 700 030/07 RMK AO2 T01720094
24233KSEA SEA20190701022010207/01/19 02:20:31  5-MIN KSEA 011020Z 05006KT 10SM CLR 17/09 A3007 300 60 700 030/06 RMK AO2 T01720094
24233KSEA SEA20190701022510207/01/19 02:25:31  5-MIN KSEA 011025Z 05005KT 10SM CLR 17/09 A3007 300 57 700 030/05 RMK AO2 T01720089
